rule,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
RRLRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,163036,404,406,0
RRLRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,11236,106,106,0
RRLRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,177080,420,424,0
RRLLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,344,20,20,0
RRLLRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,63814,282,303,0
RRLLRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,69715,339,294,0
RRLLRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,893,33,32,0
RRLLRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,85476,306,359,0
RRLLRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,7648,97,99,0
RRLLRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,912,34,34,0
RRLLRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,21524,160,152,0
RRLLRRRLRRR,OOB,-1,483250,-1,0,0,15682,1066,1057,0
RRLLRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,85076,367,336,0
RRLLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,8334,104,103,0
RRLLRRRLRLL,HIGHWAY,547533,547840,62,1,1,8508,109,109,1
RRLLRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,951,34,34,0
RRLLRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,78805,297,333,0
RRLLRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,93664,325,350,0
RRLLRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,8787,108,106,0
RRLLRRLRRRR,HIGHWAY,16478282,16483328,238,3,3,87307,362,365,1
RRLLRRLRRRL,HIGHWAY,912,2048,46,-1,-1,353,38,38,1
RRLLRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,99804,423,354,0
RRLLRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,22225,159,167,0
RRLLRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,9458,113,112,0
RRLLRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,96745,350,376,0
RRLLRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,94635,357,372,0
RRLLRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,96488,369,365,0
RRLLRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,1007,35,35,0
RRLLRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,22730,169,165,0
RRLLRRLLRLR,HIGHWAY,2779384,2782208,168,2,2,26110,198,205,1
RRLLRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,8761,109,108,0
RRLLRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,28308,191,179,0
RRLLRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,93706,380,333,0
RRLLRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,10640,121,114,0
RRLLRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,1339,42,41,0
RRLLRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,89708,345,321,0
RRLLRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,99824,372,391,0
RRLLRLRRRLR,HIGHWAY,4702,5120,42,-1,-1,438,36,30,1
RRLLRLRRRLL,HIGHWAY,337,1024,42,1,-1,214,24,26,1
RRLLRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,103888,355,399,0
RRLLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,118032,389,415,0
RRLLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,108235,375,401,0
RRLLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,102787,371,398,0
RRLLRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,33535,348,277,0
RRLLRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,103173,363,426,0
RRLLRLRLRLR,OOB,-1,1542690,-1,0,0,27342,1104,1074,0
RRLLRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,103932,404,377,0
RRLLRLRLLRR,HIGHWAY,12247,13312,46,-1,1,1002,60,43,1
RRLLRLRLLRL,HIGHWAY,346,1024,108,2,2,148,21,21,1
RRLLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,103967,393,365,0
RRLLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,21177,160,175,0
RRLLRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,989,35,36,0
RRLLRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,97675,392,349,0
RRLLRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,102155,368,379,0
RRLLRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,9678,110,115,0
RRLLRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,105598,370,383,0
RRLLRLLRLRL,HIGHWAY,1636907,1641472,108,0,2,18976,155,199,1
RRLLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,9889,116,111,0
RRLLRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,102226,370,382,0
RRLLRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,105326,388,401,0
RRLLRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,94189,357,357,0
RRLLRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,103124,403,375,0
RRLLRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,94542,353,350,0
RRLLRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,11408,127,120,0
RRLLRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,93966,357,352,0
RRLLRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,95771,344,375,0
RRLLRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,123942,428,421,0
RRLLLRRRRRR,HIGHWAY,4172,6144,252,2,-2,522,36,37,1
RRLLLRRRRRL,HIGHWAY,1676632,1684480,360,2,2,22389,202,175,1
RRLLLRRRRLR,OOB,-1,2407734,-1,0,0,39815,1134,1091,0
RRLLLRRRRLL,HIGHWAY,11355,13312,448,-2,-2,1169,50,41,1
RRLLLRRRLRR,HIGHWAY,4480005,4481024,244,0,2,37915,241,231,1
RRLLLRRRLRL,TIMEOUT,-1,20000000,-1,0,0,128964,399,413,0
RRLLLRRRLLR,HIGHWAY,39598,40960,288,-2,2,1989,48,61,1
RRLLLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,139251,460,421,0
RRLLLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,91505,353,333,0
RRLLLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,30515,208,199,0
RRLLLRRLRLR,OOB,-1,3617028,-1,0,0,45290,1139,1136,0
RRLLLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,120203,385,396,0
RRLLLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,26934,180,175,0
RRLLLRRLLRL,HIGHWAY,11047002,11047936,368,-4,-4,81615,351,325,1
RRLLLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,112483,375,371,0
RRLLLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,1730,44,44,0
RRLLLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,10167,123,112,0
RRLLLRLRRRL,OOB,-1,824290,-1,0,0,31405,1084,1047,0
RRLLLRLRRLR,HIGHWAY,567,5120,338,7,7,923,106,105,1
RRLLLRLRRLL,HIGHWAY,163,2048,394,-7,7,357,42,42,1
RRLLLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,171610,542,528,0
RRLLLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,332838,835,752,0
RRLLLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,172457,495,528,0
RRLLLRLRLLL,HIGHWAY,1368,2048,38,1,-1,310,36,37,1
RRLLLRLLRRR,OOB,-1,153850,-1,0,0,11035,1046,1051,0
RRLLLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,117880,399,422,0
RRLLLRLLRLR,HIGHWAY,19171329,19179520,508,4,4,120255,624,420,0
RRLLLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,131693,433,410,0
RRLLLRLLLRR,OOB,-1,5971759,-1,0,0,474990,982,1119,0
RRLLLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,154475,427,467,0
RRLLLRLLLLR,HIGHWAY,19640,21504,140,-2,-2,1211,54,65,1
RRLLLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,1732546,1323,1326,0
RRLLLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,1561,41,42,0
RRLLLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,13958,119,119,0
RRLLLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,96410,331,337,0
RRLLLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,23014,157,162,0
RRLLLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,15562,127,127,0
RRLLLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,105200,345,346,0
RRLLLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,23770,159,160,0
RRLLLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,1387,37,38,0
RRLLLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,94236,333,367,0
RRLLLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,92571,353,356,0
RRLLLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,93356,348,383,0
RRLLLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,96815,315,318,0
RRLLLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,11615,116,120,0
RRLLLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,94837,349,338,0
RRLLLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,93078,359,337,0
RRLLLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,146406,439,412,0
RRLLLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,37519,202,202,0
RRLLLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,107002,331,340,0
RRLLLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,95633,313,314,0
RRLLLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,1152,34,34,0
RRLLLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,94048,328,326,0
RRLLLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,13584,120,121,0
RRLLLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,87611,325,323,0
RRLLLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,83833,335,313,0
RRLLLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,37943,201,197,0
RRLLLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,1296,36,36,0
RRLLLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,10093,102,102,0
RRLLLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,84423,303,305,0
RRLLLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,1156,34,34,0
RRLLLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,186810,436,446,0
RRLLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,144744,388,384,0
RRLLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,400,20,20,0
RLRRRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,84478,331,318,0
RLRRRRRRRRL,OOB,-1,19390630,-1,0,0,4167711,2043,2042,0
RLRRRRRRRLR,OOB,-1,16646746,-1,0,0,4167721,2043,2042,0
RLRRRRRRRLL,OOB,-1,16648785,-1,0,0,4165664,2042,2042,0
RLRRRRRRLRR,OOB,-1,16661373,-1,0,0,4171807,2043,2044,0
RLRRRRRRLRL,OOB,-1,16646294,-1,0,0,4167717,2043,2042,0
RLRRRRRRLLR,OOB,-1,16647293,-1,0,0,4167699,2041,2044,0
RLRRRRRRLLL,OOB,-1,16645174,-1,0,0,4167719,2043,2042,0
RLRRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,125906,430,372,0
RLRRRRRLRRL,OOB,-1,16541555,-1,0,0,4128602,2032,2034,0
RLRRRRRLRLR,OOB,-1,16645433,-1,0,0,4167717,2042,2043,0
RLRRRRRLRLL,OOB,-1,16621665,-1,0,0,4161582,2040,2042,0
RLRRRRRLLRR,OOB,-1,16644609,-1,0,0,4167721,2042,2043,0
RLRRRRRLLRL,OOB,-1,16645299,-1,0,0,4167717,2042,2043,0
RLRRRRRLLLR,OOB,-1,16651554,-1,0,0,4165616,2041,2043,0
RLRRRRRLLLL,OOB,-1,16593634,-1,0,0,4153386,2040,2038,0
RLRRRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,144831,414,414,0
RLRRRRLRRRL,OOB,-1,16636950,-1,0,0,4165678,2042,2042,0
RLRRRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,133568,416,454,0
RLRRRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,130367,403,427,0
RLRRRRLRLRR,OOB,-1,16671435,-1,0,0,4173829,2044,2044,0
RLRRRRLRLRL,OOB,-1,16543549,-1,0,0,4141138,2035,2037,0
RLRRRRLRLLR,OOB,-1,16788078,-1,0,0,4148102,2035,2041,0
RLRRRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,144082,403,425,0
RLRRRRLLRRR,OOB,-1,16644615,-1,0,0,4167719,2042,2043,0
RLRRRRLLRRL,OOB,-1,16645445,-1,0,0,4167711,2042,2043,0
RLRRRRLLRLR,OOB,-1,16644467,-1,0,0,4167719,2042,2043,0
RLRRRRLLRLL,OOB,-1,16652762,-1,0,0,4169764,2043,2043,0
RLRRRRLLLRR,OOB,-1,16585456,-1,0,0,4151371,2041,2036,0
RLRRRRLLLRL,OOB,-1,16653878,-1,0,0,4169736,2044,2042,0
RLRRRRLLLLR,OOB,-1,16611326,-1,0,0,4157482,2039,2041,0
RLRRRRLLLLL,OOB,-1,16698112,-1,0,0,4130791,2039,2028,0
RLRRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,177672,472,450,0
RLRRRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,144900,433,419,0
RLRRRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,179801,502,476,0
RLRRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,145972,409,455,0
RLRRRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,181910,511,508,0
RLRRRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,161419,512,458,0
RLRRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,152541,446,440,0
RLRRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,160162,440,513,0
RLRRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,152432,415,469,0
RLRRRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,178362,512,533,0
RLRRRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,147090,427,445,0
RLRRRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,159659,505,474,0
RLRRRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,150948,476,481,0
RLRRRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,155432,437,515,0
RLRRRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,154985,477,454,0
RLRRRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,142262,470,421,0
RLRRRLLRRRR,OOB,-1,16646253,-1,0,0,4167729,2042,2043,0
RLRRRLLRRRL,OOB,-1,16653140,-1,0,0,4169760,2043,2043,0
RLRRRLLRRLR,OOB,-1,16613181,-1,0,0,4159531,2040,2041,0
RLRRRLLRRLL,OOB,-1,16652788,-1,0,0,4169760,2043,2043,0
RLRRRLLRLRR,OOB,-1,16644460,-1,0,0,4167719,2043,2042,0
RLRRRLLRLRL,OOB,-1,16590067,-1,0,0,4153430,2039,2039,0
RLRRRLLRLLR,OOB,-1,16628472,-1,0,0,4163633,2040,2043,0
RLRRRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,142975,443,423,0
RLRRRLLLRRR,OOB,-1,16538091,-1,0,0,4117801,2026,2035,0
RLRRRLLLRRL,OOB,-1,16654231,-1,0,0,4167663,2041,2044,0
RLRRRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,153041,445,448,0
RLRRRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,137118,429,448,0
RLRRRLLLLRR,OOB,-1,16653096,-1,0,0,4169756,2043,2043,0
RLRRRLLLLRL,OOB,-1,16654387,-1,0,0,4122505,2028,2035,0
RLRRRLLLLLR,OOB,-1,16644526,-1,0,0,4167723,2043,2042,0
RLRRRLLLLLL,OOB,-1,16661007,-1,0,0,4171801,2043,2044,0
RLRRLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,7428,102,103,0
RLRRLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,93092,375,360,0
RLRRLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,150488,493,462,0
RLRRLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,97954,349,384,0
RLRRLRRRLRR,TIMEOUT,-1,20000000,-1,0,0,197293,619,526,0
RLRRLRRRLRL,TIMEOUT,-1,20000000,-1,0,0,148814,469,458,0
RLRRLRRRLLR,TIMEOUT,-1,20000000,-1,0,0,110010,405,369,0
RLRRLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,118976,417,423,0
RLRRLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,198134,645,512,0
RLRRLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,233347,679,542,0
RLRRLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,203255,535,586,0
RLRRLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,177134,503,524,0
RLRRLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,137407,450,425,0
RLRRLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,141791,424,458,0
RLRRLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,21894,169,170,0
RLRRLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,126037,421,396,0
RLRRLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,232443,645,665,0
RLRRLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,227298,602,589,0
RLRRLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,260672,669,666,0
RLRRLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,219464,509,606,0
RLRRLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,251049,625,597,0
RLRRLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,248828,502,766,0
RLRRLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,222051,569,542,0
RLRRLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,224300,533,671,0
RLRRLRLLRRR,OOB,-1,2323474,-1,0,0,56186,1105,962,0
RLRRLRLLRRL,HIGHWAY,4714,6144,172,-2,-2,718,45,41,1
RLRRLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,162087,420,538,0
RLRRLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,160654,508,440,0
RLRRLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,161248,452,521,0
RLRRLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,158845,466,468,0
RLRRLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,137091,407,427,0
RLRRLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,134525,390,439,0
RLRRLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,137481,385,400,0
RLRRLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,20052,148,154,0
RLRRLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,153414,457,436,0
RLRRLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,129471,396,481,0
RLRRLLRRLRR,HIGHWAY,1384,3072,168,2,2,510,39,37,1
RLRRLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,167417,480,482,0
RLRRLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,29167,189,198,0
RLRRLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,138562,449,407,0
RLRRLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,163703,486,465,0
RLRRLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,179348,506,493,0
RLRRLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,194771,538,564,0
RLRRLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,189746,571,503,0
RLRRLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,159536,450,490,0
RLRRLLRLLRL,TIMEOUT,-1,20000000,-1,0,0,177422,465,569,0
RLRRLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,183559,522,544,0
RLRRLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,187934,495,556,0
RLRRLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,134927,454,397,0
RLRRLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,146863,421,468,0
RLRRLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,27310,174,173,0
RLRRLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,158662,434,443,0
RLRRLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,149785,474,465,0
RLRRLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,153732,442,465,0
RLRRLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,159691,508,452,0
RLRRLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,152769,425,473,0
RLRRLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,18198,140,142,0
RLRRLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,174354,432,426,0
RLRRLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,144055,396,426,0
RLRRLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,138063,438,437,0
RLRRLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,191606,454,450,0
RLRRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,16874,132,136,0
RLRRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,1736,44,44,0
RLRRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,267938,526,526,0
RLRLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,1341,41,41,0
RLRLRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,318095,591,574,0
RLRLRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,147739,439,441,0
RLRLRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,13656,123,124,0
RLRLRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,153308,462,442,0
RLRLRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,150578,450,447,0
RLRLRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,15512,131,129,0
RLRLRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,149942,460,443,0
RLRLRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,165626,452,508,0
RLRLRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,148021,445,438,0
RLRLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,161772,459,499,0
RLRLRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,167203,473,541,0
RLRLRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,20891,166,156,0
RLRLRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,159838,512,438,0
RLRLRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,180225,502,515,0
RLRLRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,156832,468,478,0
RLRLRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,166299,472,458,0
RLRLRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,161381,475,472,0
RLRLRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,159027,455,458,0
RLRLRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,157976,437,471,0
RLRLRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,170083,451,517,0
RLRLRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,152901,432,451,0
RLRLRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,172956,484,496,0
RLRLRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,148961,455,454,0
RLRLRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,21867,164,179,0
RLRLRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,166676,490,516,0
RLRLRRLLRLR,TIMEOUT,-1,20000000,-1,0,0,173532,527,499,0
RLRLRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,158256,472,474,0
RLRLRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,152200,453,445,0
RLRLRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,153737,446,504,0
RLRLRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,155119,510,430,0
RLRLRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,12339,125,135,0
RLRLRLRRRRR,HIGHWAY,2755,4096,88,2,2,814,56,57,1
RLRLRLRRRRL,HIGHWAY,3232,5120,88,-2,2,992,69,68,1
RLRLRLRRRLR,HIGHWAY,4073,6144,88,-2,-2,1095,76,72,1
RLRLRLRRRLL,HIGHWAY,8751,10240,88,2,2,1540,72,72,1
RLRLRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,268217,578,637,0
RLRLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,294634,766,549,0
RLRLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,294132,613,730,0
RLRLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,254287,582,640,0
RLRLRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,297013,585,783,0
RLRLRLRLRRL,HIGHWAY,7536,8192,108,-2,2,1068,48,42,1
RLRLRLRLRLR,HIGHWAY,872,2048,104,2,-2,442,39,40,1
RLRLRLRLRLL,HIGHWAY,992,2048,104,-2,2,432,39,37,1
RLRLRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,321674,655,718,0
RLRLRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,344847,732,718,0
RLRLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,321128,649,782,0
RLRLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,269255,628,716,0
RLRLRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,22618,196,171,0
RLRLRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,261766,554,671,0
RLRLRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,312106,692,729,0
RLRLRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,330247,812,735,0
RLRLRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,249883,574,653,0
RLRLRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,294016,623,730,0
RLRLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,327652,800,637,0
RLRLRLLRLLL,HIGHWAY,677199,677888,192,-2,2,25043,195,227,1
RLRLRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,234597,597,636,0
RLRLRLLLRRL,HIGHWAY,502785,510976,490,-3,5,21424,222,242,0
RLRLRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,231453,590,564,0
RLRLRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,243646,531,722,0
RLRLRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,224196,541,593,0
RLRLRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,226290,586,643,0
RLRLRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,13775,144,138,0
RLRLRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,236978,558,582,0
RLRLLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,99010,344,345,0
RLRLLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,21245,155,155,0
RLRLLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,102750,355,399,0
RLRLLRRRRLL,HIGHWAY,7415,8192,172,-2,-2,610,37,33,1
